id,title,page
18.10.94.2.1,Ensure 'Configure Automatic Updates' is set to 'Enabled' (Automated),1125
18.10.94.2.2,Ensure 'Configure Automatic Updates: Scheduled install day' is set to '0 - Every day' (Automated),1128
18.10.94.3,Manage updates offered from Windows Server Update Service,1130
18.10.94.4,Manage updates offered from Windows Update (formerly Defer Windows Updates and Windows Update for Business),1131
18.10.94.4.1,Ensure 'Manage preview builds' is set to 'Disabled' (Automated),1132
18.10.94.4.2,Ensure 'Select when Quality Updates are received' is set to 'Enabled: 0 days' (Automated),1134
18.11,Custom Settings,1137
18.11.1,Ensure 'Disable HTTP proxy features: Disable WPAD' is set to 'Enabled: Checked' (Automated),1138
18.11.2,Ensure 'Disable HTTP proxy features: Disable proxy authentication' is set to 'Enabled: Disable authentication over loopback interfaces' or higher (Automated),1140
19,Administrative Templates (User),1142
19.1,Control Panel,1144
19.2,Desktop,1144
19.3,Network,1144
19.4,Shared Folders,1144
19.5,Start Menu and Taskbar,1144
19.5.1,Notifications,1145
19.5.1.1,Ensure 'Turn off toast notifications on the lock screen' is set to 'Enabled' (Automated),1146
19.6,System,1148
19.6.1,Ctrl+Alt+Del Options,1148
19.6.2,Display,1148
19.6.3,Driver Installation,1148
19.6.4,Folder Redirection,1148
19.6.5,Group Policy,1149
19.6.6,Internet Communication Management,1149
19.6.6.1,Internet Communication settings,1150
19.6.6.1.1,Ensure 'Turn off Help Experience Improvement Program' is set to 'Enabled' (Automated),1151
19.6.7,Keyboard Filter,1153
19.7,Windows Components,1153
19.7.1,Account Notifications,1153
19.7.2,Add features to Windows 8 / 8.1 / 10 (formerly Windows Anytime Upgrade),1153
19.7.3,App runtime,1153
19.7.4,Application Compatibility,1154
19.7.5,Attachment Manager,1155
19.7.5.1,Ensure 'Do not preserve zone information in file attachments' is set to 'Disabled' (Automated),1156
19.7.5.2,Ensure 'Notify antivirus programs when opening attachments' is set to 'Enabled' (Automated),1158
19.7.6,AutoPlay Policies,1160
19.7.7,Calculator,1160
19.7.8,Cloud Content,1161
19.7.8.1,Ensure 'Configure Windows spotlight on lock screen' is set to 'Disabled' (Automated),1162
19.7.8.2,Ensure 'Do not suggest third-party content in Windows spotlight' is set to 'Enabled' (Automated),1164
19.7.8.3,Ensure 'Do not use diagnostic data for tailored experiences' is set to 'Enabled' (Automated),1166
19.7.8.4,Ensure 'Turn off all Windows spotlight features' is set to 'Enabled' (Automated),1168
19.7.8.5,Ensure 'Turn off Spotlight collection on Desktop' is set to 'Enabled' (Automated) . 1170,
19.7.9,Credential User Interface,1172
19.7.10,Data Collection and Preview Builds,1172
19.7.11,Desktop Gadgets,1172
19.7.12,Desktop Window Manager,1172
19.7.13,Digital Locker,1172
19.7.14,Edge UI,1173
19.7.15,File Explorer (formerly Windows Explorer),1173
19.7.16,File Revocation,1173
19.7.17,IME,1173
19.7.18,Instant Search,1173
19.7.19,Internet Explorer,1174
19.7.20,Location and Sensors,1174
19.7.21,Microsoft Edge,1174
19.7.22,Microsoft Management Console,1174
19.7.23,Microsoft User Experience Virtualization,1174
19.7.24,Multitasking,1175
19.7.25,NetMeeting,1175
19.7.26,Network Sharing,1176
19.7.26.1,Ensure 'Prevent users from sharing files within their profile.' is set to 'Enabled' (Automated),1177
19.7.27,OOBE,1179
19.7.28,Presentation Settings,1179
19.7.29,Remote Desktop Services (formerly Terminal Services),1179
19.7.30,RSS Feeds,1179
19.7.31,Search,1179
19.7.32,Snipping Tool,1180
19.7.33,Sound Recorder,1180
19.7.34,Store,1180
19.7.35,Tablet PC,1180
19.7.36,Task Scheduler,1180
19.7.37,Windows AI,1181
19.7.38,Windows Calendar,1181
19.7.39,Windows Color System,1181
19.7.40,Windows Copilot,1181
19.7.41,Windows Defender SmartScreen,1181
19.7.42,Windows Error Reporting,1181
19.7.43,Windows Hello for Business (formerly Microsoft Passport for Work),1182
19.7.44,Windows Installer,1182
19.7.45,Windows Logon Options,1182
19.7.46,Windows Media Player,1182
19.7.46.1,Networking,1183
19.7.46.2,Playback,1184
19.7.46.2.1,Ensure 'Prevent Codec Download' is set to 'Enabled' (Automated),1185
2025,"operating system. This secure configuration guide was tested against Microsoft Windows Server 2025 Datacenter edition. Ensure that the latest version of this benchmark is downloaded, as it contains new and updated group policy objects (GPO) released by Microsoft. To be certain that all new and updated GPOs are installed on the system, please download the latest version of the ADMX/ADML templates for Microsoft Windows 11. The newest version of the templates can be downloaded from Microsoft here: Download Administrative Templates (.admx) for Windows 11 2025 Update (25H2) from Official Microsoft Download Center. Please note that all versions of the Windows OS Benchmarks, including Server, need the newest Windows 11 ADMX/ADML templates, as these templates contain all required GPOs for Benchmark compliance. To obtain the latest version of this secure configuration guide, please visit the CIS Website or visit the CIS WorkBench Community. If you have questions, comments, or have identified ways to improve this guide, please write to us at feedback@cisecurity.org. Intended Audience The Microsoft Windows Benchmarks are written for Active Directory domain-joined systems using Active DirectoryÔÇÖs Group Policy Manager only. This benchmark is not intended for use on standalone or workgroup systems, systems joined to a cloud offering, such as Entra ID, or systems created, maintained, or used in the Cloud. This benchmark covers supported endpoint states for Active Directory and Entra Hybrid joined systems that receive policies from Active Directory Group Policy Manager only. Consensus Guidance This CIS BenchmarkÔäó was created using a consensus review process comprised of a global community of subject matter experts. The process combines real world experience with data-based information to create technology specific guidance to assist users to secure their environments. Consensus participants provide perspective from a diverse set of backgrounds including consulting, software development, audit and compliance, security research, operations, government, and legal. Each CIS Benchmark undergoes two phases of consensus review. The first phase occurs during initial Benchmark development. During this phase, subject matter experts convene to discuss, create, and test working drafts of the Benchmark. This discussion occurs until consensus has been reached on Benchmark recommendations. The second phase begins after the Benchmark has been published. During this phase, all feedback provided by the Internet community is reviewed by the consensus team for incorporation in the Benchmark. If you are interested in participating in the consensus process, please visit https://workbench.cisecurity.org/. Typographical Conventions The following typographical conventions are used throughout this guide: Convention Meaning Stylized Monospace font Monospace font Used for blocks of code, command, and script examples. Text should be interpreted exactly as presented. Used for inline code, commands, UI/Menu selections or examples. Text should be interpreted exactly as presented. <Monospace font in brackets> Text set in angle brackets denote a variable requiring substitution for a real value. Italic font Bold font Used to reference other relevant settings, CIS Benchmarks and/or Benchmark Communities. Also, used to denote the title of a book, article, or other publication. Additional information or caveats things like Notes, Warnings, or Cautions (usually just the word itself and the rest of the text normal). Recommendation Definitions The following defines the various components included in a CIS recommendation as applicable.  If any of the components are not applicable it will be noted, or the component will not be included in the recommendation. Title Concise description for the recommendation's intended configuration. Assessment Status An assessment status is included for every recommendation. The assessment status indicates whether the given recommendation can be automated or requires manual steps to implement. Both statuses are equally important and are determined and supported as defined below: Automated Represents recommendations for which assessment of a technical control can be fully automated and validated to a pass/fail state. Recommendations will include the necessary information to implement automation. Manual Represents recommendations for which assessment of a technical control cannot be fully automated and requires all or some manual steps to validate that the configured state is set as expected. The expected state can vary depending on the environment. Profile A collection of recommendations for securing a technology or a supporting platform. Most benchmarks include at least a Level 1 and Level 2 Profile. Level 2 extends Level 1 recommendations and is not a standalone profile. The Profile Definitions section in the benchmark provides the definitions as they pertain to the recommendations included for the technology. Description Detailed information pertaining to the setting with which the recommendation is concerned. In some cases, the description will include the recommended value. Rationale Statement Detailed reasoning for the recommendation to provide the user a clear and concise understanding on the importance of the recommendation. Impact Statement Any security, functionality, or operational consequences that can result from following the recommendation. Audit Procedure Systematic instructions for determining if the target system complies with the recommendation. Remediation Procedure Systematic instructions for applying recommendations to the target system to bring it into compliance according to the recommendation. Default Value Default value for the given setting in this recommendation, if known. If not known, either not configured or not defined will be applied. References Additional documentation relative to the recommendation. CIS Critical Security Controls┬« (CIS Controls┬«) The mapping between a recommendation and the CIS Controls is organized by CIS Controls version, Safeguard, and Implementation Group (IG). The Benchmark in its entirety addresses the CIS Controls safeguards of (v7) ÔÇ£5.1 - Establish Secure ConfigurationsÔÇØ and (v8) '4.1 - Establish and Maintain a Secure Configuration ProcessÔÇØ so individual recommendations will not be mapped to these safeguards. Additional Information Supplementary information that does not correspond to any other field but may be useful to the user. Profile Definitions The following configuration profiles are defined by this Benchmark: ÔÇó  Level 1 - Domain Controller Items in this profile apply to Domain Controllers and intend to: o  be practical and prudent; o  provide a clear security benefit; and o  not inhibit the utility of the technology beyond acceptable means. ÔÇó  Level 1 - Member Server Items in this profile apply to Member Servers and intend to: o  be practical and prudent; o  provide a clear security benefit; and o  not inhibit the utility of the technology beyond acceptable means. Items in this profile also apply to Member Servers that have the following Roles enabled: o  AD Certificate Services o  DHCP Server o  DNS Server o  File Server o  Hyper-V o  Network Policy and Access Services o  Print Server o  Remote Access Services o  Remote Desktop Services o  Web Server ÔÇó  Level 2 - Domain Controller This profile extends the ""Level 1 - Domain Controller"" profile. Items in this profile exhibit one or more of the following characteristics: o  are intended for environments or use cases where security is paramount o  acts as defense in depth measure o  may negatively inhibit the utility or performance of the technology ÔÇó  Level 2 - Member Server This profile extends the ""Level 1 - Member Server"" profile. Items in this profile exhibit one or more of the following characteristics: o  are intended for environments or use cases where security is paramount o  acts as defense in depth measure o  may negatively inhibit the utility or performance of the technology ÔÇó  Next Generation Windows Security - Domain Controller This profile contains advanced Windows security features that have specific configuration dependencies, and may not be compatible with all systems. It therefore requires special attention to detail and testing before implementation. If your environment supports these features, they are highly recommended as they have tangible security benefits. This profile is intended to be an optional ""add-on"" to the Level 1 or Level 2 profiles. ÔÇó  Next Generation Windows Security - Member Server This profile contains advanced Windows security features that have specific configuration dependencies, and may not be compatible with all systems. It therefore requires special attention to detail and testing before implementation. If your environment supports these features, they are highly recommended as they have tangible security benefits. This profile is intended to be an optional ""add-on"" to the Level 1 or Level 2 profiles. Acknowledgements This Benchmark exemplifies the great things a community of users, vendors, and subject matter experts can accomplish through consensus collaboration. The CIS community thanks the entire consensus team with special recognition to the following individuals who contributed greatly to the creation of this guide: The Center for Internet Security extends special recognition and thanks to Rick Munck from Microsoft, as well as Mike Harris from General Dynamics Information Technology for their collaboration developing the configuration recommendations contained in this document. Editor Haemish Edgerton Jennifer Jarose Contributor Hardeep Mehrotara Kevin Zhang Phil White Matthew Woods Caleb Eifert Aaron Margosis Justin Young Jennifer Jarose Haemish Edgerton Krishna Rayavaram Recommendations",
