control_id,title,page,chapter,profile_scope,status_impl,status_tested,status_validated,notes
18.10.57.3.3.3,Ensure 'Do not allow drive redirection' is set to 'Enabled' (Automated),1017,18,All,,,,
18.10.57.3.3.4,Ensure 'Do not allow location redirection' is set to 'Enabled' (Automated),1019,18,All,,,,
18.10.57.3.3.5,Ensure 'Do not allow LPT port redirection' is set to 'Enabled' (Automated) . 1021,,18,All,,,,
18.10.57.3.3.6,Ensure 'Do not allow supported Plug and Play device redirection' is set to 'Enabled' (Automated),1023,18,All,,,,
18.10.57.3.3.7,Ensure 'Do not allow WebAuthn redirection' is set to 'Enabled' (Automated),1025,18,All,,,,
18.10.57.3.3.8,Ensure 'Restrict clipboard transfer from server to client' is set to 'Enabled: Disable clipboard transfers from server to client' (Automated),1027,18,All,,,,
18.10.57.3.9.1,Ensure 'Always prompt for password upon connection' is set to 'Enabled' (Automated),1031,18,All,,,,
18.10.57.3.9.2,Ensure 'Require secure RPC communication' is set to 'Enabled' (Automated),1033,18,All,,,,
18.10.57.3.9.3,Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL' (Automated),1035,18,All,,,,
18.10.57.3.9.4,Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled' (Automated),1037,18,All,,,,
18.10.57.3.9.5,Ensure 'Set client connection encryption level' is set to 'Enabled: High Level' (Automated),1039,18,All,,,,
18.10.57.3.10.1,"Ensure 'Set time limit for active but idle Remote Desktop Services sessions' is set to 'Enabled: 15 minutes or less, but not Never (0)' (Automated)",1042,18,All,,,,
18.10.57.3.10.2,Ensure 'Set time limit for disconnected sessions' is set to 'Enabled: 1 minute' (Automated),1044,18,All,,,,
18.10.57.3.11.1,Ensure 'Do not delete temp folders upon exit' is set to 'Disabled' (Automated),1047,18,All,,,,
18.10.57.3.11.2,Ensure 'Do not use temporary folders per session' is set to 'Disabled' (Automated),1049,18,All,,,,
18.10.58.1,Ensure 'Prevent downloading of enclosures' is set to 'Enabled' (Automated),1052,18,All,,,,
18.10.59.2,Ensure 'Allow Cloud Search' is set to 'Enabled: Disable Cloud Search' (Automated),1056,18,All,,,,
18.10.59.3,Ensure 'Allow indexing of encrypted files' is set to 'Disabled' (Automated),1058,18,All,,,,
18.10.59.4,Ensure 'Allow search highlights' is set to 'Disabled' (Automated),1060,18,All,,,,
18.10.63.1,Ensure 'Turn off KMS Client Online AVS Validation' is set to 'Enabled' (Automated),1064,18,All,,,,
18.10.77.2.1,Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass' (Automated),1070,18,All,,,,
18.10.81.1,Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Disabled' (Automated),1074,18,All,,,,
18.10.81.2,"Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: On, but disallow access above lock' OR 'Enabled: Disabled' (Automated)",1076,18,All,,,,
18.10.82.1,Ensure 'Allow user control over installs' is set to 'Disabled' (Automated),1079,18,All,,,,
18.10.82.2,Ensure 'Always install with elevated privileges' is set to 'Disabled' (Automated)1081,,18,All,,,,
18.10.82.3,Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled' (Automated),1083,18,All,,,,
18.10.83.1,Ensure 'Configure the transmission of the user's password in the content of MPR notifications sent by winlogon.' is set to 'Disabled' (Automated),1086,18,All,,,,
18.10.83.2,Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled' (Automated),1088,18,All,,,,
18.10.88.1,Ensure 'Turn on PowerShell Script Block Logging' is set to 'Enabled' (Automated),1092,18,All,,,,
18.10.88.2,Ensure 'Turn on PowerShell Transcription' is set to 'Enabled' (Automated),1094,18,All,,,,
18.10.90.1.1,Ensure 'Allow Basic authentication' is set to 'Disabled' (Automated),1098,18,All,,,,
18.10.90.1.2,Ensure 'Allow unencrypted traffic' is set to 'Disabled' (Automated),1100,18,All,,,,
18.10.90.1.3,Ensure 'Disallow Digest authentication' is set to 'Enabled' (Automated),1102,18,All,,,,
18.10.90.2.1,Ensure 'Allow Basic authentication' is set to 'Disabled' (Automated),1105,18,All,,,,
18.10.90.2.2,Ensure 'Allow remote server management through WinRM' is set to 'Disabled' (Automated),1107,18,All,,,,
18.10.90.2.3,Ensure 'Allow unencrypted traffic' is set to 'Disabled' (Automated),1109,18,All,,,,
18.10.90.2.4,Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled' (Automated),1111,18,All,,,,
18.10.91.1,Ensure 'Allow Remote Shell Access' is set to 'Disabled' (Automated),1114,18,All,,,,
18.10.93.2.1,Ensure 'Prevent users from modifying settings' is set to 'Enabled' (Automated),1118,18,All,,,,
18.10.94.1.1,Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled' (Automated),1122,18,All,,,,
18.10.94.2.1,Ensure 'Configure Automatic Updates' is set to 'Enabled' (Automated),1125,18,All,,,,
18.10.94.2.2,Ensure 'Configure Automatic Updates: Scheduled install day' is set to '0 - Every day' (Automated),1128,18,All,,,,
18.10.94.4.1,Ensure 'Manage preview builds' is set to 'Disabled' (Automated),1132,18,All,,,,
18.10.94.4.2,Ensure 'Select when Quality Updates are received' is set to 'Enabled: 0 days' (Automated),1134,18,All,,,,
18.11.1,Ensure 'Disable HTTP proxy features: Disable WPAD' is set to 'Enabled: Checked' (Automated),1138,18,All,,,,
18.11.2,Ensure 'Disable HTTP proxy features: Disable proxy authentication' is set to 'Enabled: Disable authentication over loopback interfaces' or higher (Automated),1140,18,All,,,,
19.5.1.1,Ensure 'Turn off toast notifications on the lock screen' is set to 'Enabled' (Automated),1146,19,All,,,,
19.6.6.1.1,Ensure 'Turn off Help Experience Improvement Program' is set to 'Enabled' (Automated),1151,19,All,,,,
19.7.5.1,Ensure 'Do not preserve zone information in file attachments' is set to 'Disabled' (Automated),1156,19,All,,,,
19.7.5.2,Ensure 'Notify antivirus programs when opening attachments' is set to 'Enabled' (Automated),1158,19,All,,,,
19.7.8.1,Ensure 'Configure Windows spotlight on lock screen' is set to 'Disabled' (Automated),1162,19,All,,,,
19.7.8.2,Ensure 'Do not suggest third-party content in Windows spotlight' is set to 'Enabled' (Automated),1164,19,All,,,,
19.7.8.3,Ensure 'Do not use diagnostic data for tailored experiences' is set to 'Enabled' (Automated),1166,19,All,,,,
19.7.8.4,Ensure 'Turn off all Windows spotlight features' is set to 'Enabled' (Automated),1168,19,All,,,,
19.7.8.5,Ensure 'Turn off Spotlight collection on Desktop' is set to 'Enabled' (Automated) . 1170,,19,All,,,,
19.7.26.1,Ensure 'Prevent users from sharing files within their profile.' is set to 'Enabled' (Automated),1177,19,All,,,,
19.7.46.2.1,Ensure 'Prevent Codec Download' is set to 'Enabled' (Automated),1185,19,All,,,,
